
       XFOIL         Version 6.96
  
 Calculated polar for: EPPLER E851 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   5.250   0.8212   0.01569   0.00902  -0.0740   0.0041   1.0000
   5.500   0.8420   0.01741   0.01098  -0.0724   0.0042   1.0000
   5.750   0.8665   0.01987   0.01369  -0.0712   0.0045   1.0000
   6.000   0.8916   0.02324   0.01740  -0.0701   0.0049   1.0000
   6.250   0.9153   0.02585   0.02021  -0.0689   0.0062   1.0000
   6.500   0.9177   0.03900   0.03440  -0.0627   0.0136   1.0000
   6.750   0.9281   0.04245   0.03815  -0.0600   0.0135   1.0000
   7.000   0.9362   0.04598   0.04197  -0.0571   0.0135   1.0000
   7.250   0.9422   0.04947   0.04574  -0.0541   0.0135   1.0000
   7.500   0.9461   0.05292   0.04945  -0.0512   0.0134   1.0000
   7.750   0.9481   0.05627   0.05305  -0.0481   0.0133   1.0000
   8.000   0.9625   0.05739   0.05437  -0.0457   0.0125   1.0000
   8.250   0.9707   0.06019   0.05737  -0.0432   0.0114   1.0000
   8.500   0.9666   0.06400   0.06137  -0.0403   0.0110   1.0000
   8.750   0.9565   0.06764   0.06517  -0.0372   0.0107   1.0000
   9.000   0.9398   0.07098   0.06863  -0.0337   0.0106   1.0000
   9.250   0.9218   0.07463   0.07239  -0.0314   0.0106   1.0000
   9.500   0.9018   0.07895   0.07682  -0.0306   0.0107   1.0000
   9.750   0.8818   0.08405   0.08200  -0.0317   0.0109   1.0000
