
       XFOIL         Version 6.96
  
 Calculated polar for: EPPLER E854 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -4.000   0.0515   0.00677   0.00168  -0.1183   0.7393   0.2926
  -3.750   0.0774   0.00648   0.00156  -0.1182   0.7279   0.3656
  -3.500   0.1041   0.00640   0.00151  -0.1180   0.7169   0.4012
  -3.250   0.1314   0.00636   0.00147  -0.1180   0.7065   0.4270
  -3.000   0.1588   0.00637   0.00144  -0.1179   0.6968   0.4444
  -2.750   0.1861   0.00639   0.00141  -0.1178   0.6874   0.4560
  -2.500   0.2138   0.00640   0.00139  -0.1178   0.6781   0.4679
  -2.250   0.2415   0.00644   0.00137  -0.1177   0.6698   0.4765
  -2.000   0.2689   0.00646   0.00136  -0.1177   0.6615   0.4851
  -1.750   0.2968   0.00649   0.00135  -0.1177   0.6537   0.4932
  -1.250   0.3521   0.00655   0.00137  -0.1176   0.6388   0.5129
  -1.000   0.3797   0.00662   0.00138  -0.1176   0.6319   0.5206
  -0.750   0.4076   0.00661   0.00139  -0.1176   0.6254   0.5268
  -0.500   0.4352   0.00666   0.00140  -0.1176   0.6187   0.5323
  -0.250   0.4631   0.00669   0.00141  -0.1177   0.6127   0.5374
   0.000   0.4909   0.00672   0.00144  -0.1177   0.6067   0.5428
   0.250   0.5184   0.00678   0.00146  -0.1177   0.6011   0.5483
   0.500   0.5464   0.00679   0.00149  -0.1177   0.5954   0.5537
   0.750   0.5739   0.00684   0.00153  -0.1177   0.5899   0.5595
   1.000   0.6017   0.00689   0.00157  -0.1177   0.5850   0.5654
   1.250   0.6295   0.00691   0.00162  -0.1178   0.5796   0.5716
   1.500   0.6568   0.00699   0.00168  -0.1177   0.5745   0.5782
   1.750   0.6847   0.00701   0.00174  -0.1178   0.5698   0.5849
   2.000   0.7123   0.00705   0.00180  -0.1178   0.5647   0.5924
   2.250   0.7394   0.00713   0.00188  -0.1177   0.5595   0.5998
   2.500   0.7672   0.00716   0.00195  -0.1177   0.5538   0.6084
   2.750   0.7941   0.00721   0.00202  -0.1176   0.5471   0.6172
   3.000   0.8213   0.00726   0.00211  -0.1175   0.5404   0.6266
   3.250   0.8480   0.00732   0.00219  -0.1174   0.5326   0.6373
   3.500   0.8750   0.00737   0.00228  -0.1172   0.5245   0.6488
   3.750   0.9010   0.00746   0.00237  -0.1169   0.5155   0.6611
   4.000   0.9281   0.00749   0.00248  -0.1168   0.5068   0.6745
   4.250   0.9544   0.00757   0.00259  -0.1166   0.4993   0.6897
   4.500   0.9808   0.00763   0.00271  -0.1164   0.4903   0.7066
   4.750   1.0071   0.00770   0.00285  -0.1162   0.4817   0.7252
   5.000   1.0325   0.00779   0.00299  -0.1158   0.4711   0.7457
   5.250   1.0579   0.00788   0.00314  -0.1153   0.4597   0.7700
   5.500   1.0820   0.00799   0.00331  -0.1147   0.4432   0.7994
   5.750   1.1051   0.00811   0.00349  -0.1138   0.4234   0.8366
   6.000   1.1237   0.00825   0.00372  -0.1119   0.3991   0.8953
   6.250   1.1437   0.00854   0.00396  -0.1104   0.3608   1.0000
   6.500   1.1606   0.00924   0.00437  -0.1086   0.3048   1.0000
   6.750   1.1738   0.01016   0.00495  -0.1062   0.2399   1.0000
   7.000   1.1876   0.01101   0.00551  -0.1039   0.1874   1.0000
   7.250   1.2030   0.01172   0.00602  -0.1018   0.1499   1.0000
   7.500   1.2179   0.01240   0.00653  -0.0997   0.1171   1.0000
   7.750   1.2316   0.01304   0.00702  -0.0973   0.0916   1.0000
   8.000   1.2440   0.01367   0.00752  -0.0947   0.0711   1.0000
   8.250   1.2578   0.01422   0.00800  -0.0923   0.0565   1.0000
   8.500   1.2719   0.01478   0.00850  -0.0900   0.0450   1.0000
   8.750   1.2852   0.01536   0.00903  -0.0877   0.0351   1.0000
   9.000   1.2989   0.01594   0.00958  -0.0855   0.0285   1.0000
   9.250   1.3135   0.01648   0.01013  -0.0834   0.0238   1.0000
   9.500   1.3259   0.01712   0.01076  -0.0811   0.0191   1.0000
   9.750   1.3394   0.01772   0.01138  -0.0790   0.0163   1.0000
  10.000   1.3511   0.01843   0.01209  -0.0767   0.0130   1.0000
  10.250   1.3613   0.01922   0.01288  -0.0743   0.0101   1.0000
  10.500   1.3719   0.02002   0.01372  -0.0721   0.0080   1.0000
  10.750   1.3791   0.02106   0.01477  -0.0695   0.0060   1.0000
  11.000   1.3872   0.02209   0.01584  -0.0671   0.0047   1.0000
  11.250   1.3929   0.02333   0.01716  -0.0647   0.0036   1.0000
  11.500   1.4010   0.02447   0.01837  -0.0627   0.0033   1.0000
  11.750   1.4076   0.02578   0.01974  -0.0607   0.0029   1.0000
  12.000   1.4074   0.02767   0.02174  -0.0582   0.0025   1.0000
  12.250   1.4148   0.02907   0.02321  -0.0566   0.0023   1.0000
  12.500   1.4202   0.03070   0.02492  -0.0551   0.0022   1.0000
  12.750   1.4254   0.03240   0.02671  -0.0537   0.0022   1.0000
  13.000   1.4304   0.03420   0.02858  -0.0524   0.0020   1.0000
  13.250   1.4341   0.03619   0.03066  -0.0512   0.0019   1.0000
  13.500   1.4372   0.03829   0.03285  -0.0502   0.0018   1.0000
  13.750   1.4391   0.04060   0.03525  -0.0493   0.0017   1.0000
  14.000   1.4406   0.04305   0.03779  -0.0485   0.0017   1.0000
  14.250   1.4415   0.04564   0.04049  -0.0479   0.0017   1.0000
  14.500   1.4393   0.04865   0.04360  -0.0474   0.0016   1.0000
  14.750   1.4383   0.05166   0.04672  -0.0471   0.0016   1.0000
  15.000   1.4328   0.05531   0.05049  -0.0470   0.0015   1.0000
  15.250   1.4297   0.05879   0.05408  -0.0471   0.0015   1.0000
  15.500   1.4167   0.06373   0.05918  -0.0476   0.0014   1.0000
  15.750   1.4160   0.06718   0.06273  -0.0481   0.0015   1.0000
  16.000   1.4063   0.07199   0.06769  -0.0490   0.0014   1.0000
  16.250   1.3966   0.07700   0.07284  -0.0501   0.0014   1.0000
  16.500   1.3903   0.08166   0.07762  -0.0514   0.0014   1.0000
  16.750   1.3807   0.08700   0.08310  -0.0531   0.0014   1.0000
  17.000   1.3692   0.09280   0.08905  -0.0551   0.0014   1.0000
  17.250   1.3594   0.09852   0.09490  -0.0573   0.0014   1.0000
  17.500   1.3499   0.10434   0.10086  -0.0597   0.0014   1.0000
