
       XFOIL         Version 6.96
  
 Calculated polar for: EPPLER E854 AIRFOIL                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  14.750   1.3233   0.06676   0.06157  -0.0467   0.0039   1.0000
  15.000   1.3222   0.07030   0.06524  -0.0471   0.0039   1.0000
  15.250   1.3207   0.07401   0.06909  -0.0476   0.0038   1.0000
  15.500   1.3176   0.07806   0.07329  -0.0484   0.0036   1.0000
  15.750   1.3139   0.08228   0.07765  -0.0493   0.0036   1.0000
  16.000   1.3089   0.08680   0.08235  -0.0505   0.0036   1.0000
  16.250   1.3033   0.09160   0.08731  -0.0519   0.0035   1.0000
  16.500   1.2968   0.09664   0.09251  -0.0536   0.0035   1.0000
  16.750   1.2890   0.10204   0.09808  -0.0557   0.0035   1.0000
  17.000   1.2804   0.10775   0.10395  -0.0580   0.0035   1.0000
  17.250   1.2710   0.11377   0.11015  -0.0607   0.0034   1.0000
  17.500   1.2605   0.12016   0.11671  -0.0638   0.0035   1.0000
  17.750   1.2491   0.12691   0.12363  -0.0673   0.0034   1.0000
  18.000   1.2375   0.13392   0.13081  -0.0712   0.0035   1.0000
  18.250   1.2243   0.14149   0.13856  -0.0756   0.0035   1.0000
  18.500   1.2109   0.14940   0.14664  -0.0804   0.0035   1.0000
  18.750   1.1967   0.15781   0.15520  -0.0857   0.0036   1.0000
  19.000   1.1822   0.16657   0.16413  -0.0913   0.0036   1.0000
  19.250   1.1669   0.17597   0.17367  -0.0975   0.0037   1.0000
